Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores e da Subclasse de Cotas,Sênior,23/12/2025,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 34 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,1072697_regulamento_regulamento_1072697_2025-12-23.pdf · ID 1072697 · 23/12/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores emitidas em,Sênior,23/12/2025 10:00,Não identificada na extração offline,,,,,,,"se, os quais passarão a vigorar as seguintes redações: “13.7 Direito de Recompra Total dos Direitos Creditórios Cedidos. A Cedente terá a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios Cedidos, desde que em montante ao menos superior ao necessário para o resgate da totalidade das Cotas Seniores em circulação , a partir do último ano do prazo de duração…",evento de cota,1072692_assembleia_assembleia_1072692_2025-12-23.pdf · ID 1072692 · 23/12/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Cotas Seniores e da Subclasse de Cotas,Sênior,05/03/2024,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 32 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 33 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,615966_regulamento_regulamento_615966_2024-03-05.pdf · ID 615966 · 05/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,1ª Série,,14/03/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","restadores de Serviços Essenciais da CLASSE A RESPONSABILIDADE LIMITADA DO CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO, classe de investimento em direitos creditórios inscrita no CNPJ sob o nº 54.218.941/0001-25 Classe constituída sob a forma de condomínio fechado, com prazo indeterminado de duração, pertencente ao CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO…",evento de cota,622661_regulamento_regulamento_622661_2024-03-14.pdf · ID 622661 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,14/03/2024,Não identificada na extração offline,,,"R$ 291.000.000,00",,,,,emissão,620351_emissao_emissao_620351_2024-03-14.pdf · ID 620351 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Cotas Seniores e da Subclasse de Cotas Subordinadas,Sênior,14/03/2024,Não identificada na extração offline,,,,,NEGOCIAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,NEGOCIAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,"CAPÍTULO IV COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 35 CAPÍTULO VI AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ..................................…",evento de cota,622662_regulamento_regulamento_622662_2024-03-14.pdf · ID 622662 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,15/04/2024,Não identificada na extração offline,,,"R$ 1.000,00",,,,,emissão,640909_emissao_emissao_640909_2024-04-15.pdf · ID 640909 · 15/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,1ª Série,,22/04/2024,Não identificada na extração offline,,,"R$ 1.000,00",,,,,emissão,643242_emissao_emissao_643242_2024-04-22.pdf · ID 643242 · 22/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,COTAS SENIORES DA,Sênior,25/04/2024,Não identificada na extração offline,,,"R$ 291.000.000,00",,"âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e dos pedidos de reserva. 4/4 II. RESUMO DE CUSTOS ESTIMADOS DA OFERTA E REMUNERAÇÃO DEVIDA PELA CLASSE AOS COORDENADORES A tabela abaixo contém os custos estimados da Oferta e a…","âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e dos pedidos de reserva. 4/4 II. RESUMO DE CUSTOS ESTIMADOS DA OFERTA E REMUNERAÇÃO DEVIDA PELA CLASSE AOS COORDENADORES A tabela abaixo contém os custos estimados da Oferta e a…","rie da Emissão. DATA DE INÍCIO DA OFERTA 15 de abril de 2024. DATA DE ENCERRAMENTO DA OFERTA 22 de abril de 2024. SUBSCRIÇÃO E INTEGRALIZAÇÃO As Cotas Seniores da 1ª Série no âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e d…",emissão,644982_emissao_emissao_644982_2024-04-25.pdf · ID 644982 · 25/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Cotas Seniores e da Subclasse de Cotas,Sênior,22/12/2025,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 43 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 49 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 35 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,1072783_regulamento_regulamento_1072783_2025-12-22.pdf · ID 1072783 · 22/12/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,Cotas Seniores emitidas em,Sênior,22/12/2025 10:00,Não identificada na extração offline,,,,,,,"e, os quais passarão a vigorar as seguintes redações: “13.7 Direito de Recompra Total dos Direitos Creditórios Cedidos . A Cedente terá a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios Cedidos, desde que em montante ao menos superior ao necessário para o resgate da totalidade das Cotas Seniores em circulação , a partir do último ano do prazo de duração…",evento de cota,1072780_assembleia_assembleia_1072780_2025-12-22.pdf · ID 1072780 · 22/12/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,Cotas Seniores e da Subclasse de Cotas,Sênior,05/03/2024,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 32 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 33 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,615968_regulamento_regulamento_615968_2024-03-05.pdf · ID 615968 · 05/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,1ª Série,,14/03/2024,Não identificada na extração offline,,,"R$ 1.000,00",,"ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","estadores de Serviços Essenciais da CLASSE A RESPONSABILIDADE LIMITADA DO CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO, classe de investimento em direitos creditórios inscrita no CNPJ sob o nº 54.219.179/0001-00 Classe constituída sob a forma de condomínio fechado, com prazo indeterminado de duração, pertencente ao CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO…",evento de cota,622663_regulamento_regulamento_622663_2024-03-14.pdf · ID 622663 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
