Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,3ª SÉRIE,emissão,"R$ 300.000.000,00",,"ma poderá ser alterado, sendo que tais eventuais alterações serão divulgadas na rede mundial de computadores da CVM e dos Coordenadores, nos termos do artigo 69 da Resolução CVM 160. (3) Nos termos do artigo 48 da Resolução CVM 160, a subscrição ou aquisição dos valores mobiliários objeto da Oferta deve ser realizada no prazo máximo de 180 (cento e oitenta) dias, contado da data de divulgação do anúncio de início de…",558430_emissao_emissao_558430_2023-11-23.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,3ª Série,evento de cota,"R$150.000.000,00","ratando-se de um aumento esporádico: DocuSign Envelope ID: 3FADEFAD-0EA7-4A71-8589-41D1045EA535 Esta folha é parte integrante da ata da Assembleia Geral Extraordinária de Cotistas do SELLER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, realizada em 23 de novembro de 2023 JUR_SP - 49920718v13 - 2154004.522027 (a) a remuneração dos coordenadores pela prestação de serviços de estruturação, coordenação e distribuição d…","nas respectivas Datas de Aquisição e Pagamento, individualmente e de forma cumulativa, os seguintes critérios de elegibilidade (“Critérios de Elegibilidade dos Direitos Creditórios dos Estabelecimentos Comerciais”): (...) (v) os Direitos Creditórios dos Estabelecimentos Comerciais ofertados deverão ter prazo final de vencimento de, no máximo, 365 (trezentos e sessenta e cinco ) dias, contados da respectiva Data de A…",558803_assembleia_assembleia_558803_2023-11-23.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,,evento de cota,,"stribuição de Cotas Seniores e Cotas Subordinadas Mezanino. “Cotas” significam as Cotas Seniores, Cotas Subordinadas Mezanino e as Cotas Subordinadas Juniores quando referidas em conjunto. “Cotas Seniores” significam as cotas sênior do Fundo, que não estão subordinadas a nenhuma outra classe de Cotas para fins de remuneração, amortização e resgate, bem como para a distribuição de rendimentos. 12 “Cotas Subordinadas…","e é atribuído no Artigo 3.2 deste Regulamento. “Ambiente de Interoperabilidade” significa a base de controle e mecanismos de trocas de informações padronizadas que viabilizam a interoperabilidade entre as Entidades Registradoras, na forma prevista na Convenção entre Entidades Registradoras, conforme aplicável. “Amortização de Principal” significa, com relação a cada Data de Amortização, a amortização de parcela do v…",558844_regulamento_regulamento_558844_2023-11-23.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,3ª SÉRIE,emissão,"R$300.000.000,00",,,559856_emissao_emissao_559856_2023-11-27.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,,evento de cota,,,,594378_assembleia_assembleia_594378_2023-12-19.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,,evento de cota,,"tará anexo a este Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos A…","ste Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos Apêndices descr…",790772_regulamento_regulamento_790772_2024-11-28.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,,evento de cota,,"tará anexo a este Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos A…","ste Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos Apêndices descr…",790777_regulamento_regulamento_790777_2024-11-28.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,Cotas Seniores da 5ª (quinta) Série,evento de cota,,"o da nova Série de Cotas Seniores e/ou Cotas Subordinadas Mezanino, de forma integral conforme previsto na Cláusula 4.3 acima.” (e) reduzir os valores de referência do Índice de Cobertura Sênior e do Índice de Cobertura Subordinado Mezanino que condicionam a aplicação da exceção ao pagamento da Comissão de Ajuste de Remuneração, conferindo à Cláusula 4.4.1. a seguinte redação: “4.4.1. A Comissão de Ajuste de Remuner…","ao presente instrumento, de modo a: (a) alterar o percentual da relação mínima a ser observada entre o valor das Cotas Subordinadas Juniores e o Patrimônio Líquido. Para tanto, serão promovidas as seguintes modificações: (1) unificação dos atuais conceitos de “Índice de Subordinação Base” e “Índice de Subordinação – Amortização”, passando a adotar-se exclusivamente o conceito de “Índice de Subordinação”, o qual corr…",909546_assembleia_assembleia_909546_2025-05-19.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,,evento de cota,,"tará anexo a este Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos A…","ste Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos Apêndices descr…",909547_regulamento_regulamento_909547_2025-05-19.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,COTAS SENIORES DO,emissão,"R$ 1.500.000.000,00",,"ais alterações serão divulgadas na rede mundial de computadores da CVM e dos Coordenadores, nos termos do artigo 69 da Resolução CVM 160. 3 JUR_SP - 54606935v2 - 2154004.552458 (3) Nos termos do artigo 48 da Resolução CVM 160, a subscrição ou aquisição dos valores mobiliários objeto da Oferta deve ser realizada no prazo máximo de 180 (cento e oitenta) dias, contado da data de divulgação do anúncio de início de distr…",911027_emissao_emissao_911027_2025-05-23.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,5ª Série,evento de cota,"R$ 1.500.000.000,00","oradas diariamente, a partir do Dia Útil seguinte à primeira data da integralização das Cotas Seniores da 5ª Série até a Data de Docusign Envelope ID: 22FCC3D8-A71B-4537-B55B-9A9045A4349F 4 JUR_SP - 48595943v2 - 2154004.508546 Amortização Final, nos termos do Capítulo 10 do Anexo Descritivo do Regulamento. A meta de Remuneração será determinada por meio da apropriação diária, sob a forma de capitalização composta, c…","ão: R$ 1.000,00 (mil reais); Forma de Integralização: à vista na respectiva data de integralização e/ou conforme chamada de capital, nos termos dispostos no boletim de subscrição; Data de Emissão da 5ª (quinta) Série de Cotas Seniores: A data da primeira in tegralização da 5ª Série de Cotas Seniores. Data de Amortização Final: Data de Aniversário correspondente ao 36º (trigésimo sexto) mês (inclusive) a contar da Da…",912093_assembleia_assembleia_912093_2025-05-26.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,5ª SÉRIE,emissão,"R$1.500.000.000,00",,"es serão divulgadas na rede mundial de computadores da CVM, do Coordenador Líder e do IBBA, nos termos do artigo 69 da Resolução CVM 160. 3 JUR_SP - 54534095v3 - 2154004.552458 (3) Nos termos do artigo 48 da Resolução CVM 160, a subscrição ou aquisição dos valores mobiliários objeto da Oferta deve ser realizada no prazo máximo de 180 (cento e oitenta) dias, contado da data de divulgação do anúncio de início de distr…",912172_emissao_emissao_912172_2025-05-28.pdf
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,,5ª SÉRIE,emissão,"R$1.000,00",,,932137_emissao_emissao_932137_2025-06-04.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,,cotas seniores e cotas subordinadas,evento de cota,"R$1.000,00","O DE DIREITOS CREDITÓRIOS, DO RECEBIMENTO DE VALORES, DA EMISSÃO DOS DEMONSTRATIVOS DE PAGAMENTO E DA COBRANÇA ORDINÁRIA ........... 20 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS .................. 21 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ............................................ 22 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA .......................... 25 CAPÍTULO X – DA SUBSTITUIÇÃO E RENÚNCIA…",........................ 38 CAPÍTULO XIV – DAS COTAS ................................................................................... 39 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS COTAS ............. 41 CAPÍTULO XVI – DA VALORIZAÇÃO DAS COTAS .............................................. 43 CAPÍTULO XVII – DA AMORTIZAÇÃO E DO RESGATE DAS COTAS ............... 45 CAPÍTULO XVIII – DA METODOLOGIA DE AVALIAÇÃO…,525792_regulamento_regulamento_525792_2023-09-22.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,,,evento de cota,,"DE DIREITOS CREDITÓRIOS, DO RECEBIMENTO DE VALORES, DA EMISSÃO DOS DEMONSTRATIVOS DE PAGAMENTO E DA COBRANÇA ORDINÁRIA ........... 20 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS .................. 21 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ................................ ............ 22 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA .......................... 25 CAPÍTULO X – DA SUBSTITUIÇÃO E RENÚNCIA…",..................... 38 CAPÍTULO XIV – DAS COTAS ................................ ................................ ................... 39 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS COTAS ............. 41 CAPÍTULO XVI – DA VALORIZAÇÃO DAS COTAS ................................ .............. 43 CAPÍTULO XVII – DA AMORTIZAÇÃO E DO RESGATE DAS COTAS ............... 45 CAPÍTULO XVIII – DA METODOLOGIA DE AVALIAÇÃO…,525794_regulamento_regulamento_525794_2023-09-22.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,,classe sênior (“Cotas Seniores”) de emissão do FUNDO DE,emissão,"R$400.000.000,00",,,530370_emissao_emissao_530370_2023-09-29.pdf
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,,classe sênior (“ Cotas Seniores”) de emissão do,emissão,"R$ 400.000.000,00","ERRAMENTO FOI ELABORADO COM AS INFORMAÇÕES NECESSÁRIAS AO ATENDIMENTO ÀS NORMAS EMANADAS PELA CVM E PELA ANBIMA. A OFERTA NÃO CONTA COM GARANTIA DA ADMINISTRADORA, DA GESTORA OU DE QUALQU ER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. A PRESENTE OFERTA NÃO CONTARÁ COM CLASSIFICAÇÃO DE RISCO. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUA…",,532694_emissao_emissao_532694_2023-10-06.pdf
